DATE,NIKKEI225,DJIA,DEXJPUS
2015-11-04,18926.91,17867.58,121.52
2015-11-05,19116.41,17863.43,121.71
2015-11-06,19265.6,17910.33,123.2
2015-11-09,19642.74,17730.48,123.04
2015-11-10,19671.26,17758.21,123.22
2015-11-11,19691.39,17702.22,
2015-11-12,19697.77,17448.07,122.84
2015-11-13,19596.91,17245.24,122.93
2015-11-16,19393.69,17483.01,123.11
2015-11-17,19630.63,17489.5,123.48
2015-11-18,19649.18,17737.16,123.51
2015-11-19,19859.81,17732.75,122.71
2015-11-20,19879.81,17823.81,122.8
2015-11-23,,17792.68,123.02
2015-11-24,19924.89,17812.19,122.47
2015-11-25,19847.58,17813.39,122.7
2015-11-26,19944.41,,
2015-11-27,19883.94,17798.49,122.84
2015-11-30,19747.47,17719.92,123.22
2015-12-01,20012.4,17888.35,122.88
2015-12-02,19938.13,17729.68,123.52
2015-12-03,19939.9,17477.67,123.06
2015-12-04,19504.48,17847.63,123.1
2015-12-07,19698.15,17730.51,123.31
2015-12-08,19492.6,17568.0,123.0
2015-12-09,19301.07,17492.3,121.86
2015-12-10,19046.55,17574.75,121.44
2015-12-11,19230.48,17265.21,120.94
2015-12-14,18883.42,17368.5,120.57
2015-12-15,18565.9,17524.91,121.66
2015-12-16,19049.91,17749.09,121.88
2015-12-17,19353.56,17495.84,122.75
2015-12-18,18986.8,17128.55,121.2
2015-12-21,18916.02,17251.62,120.99
2015-12-22,18886.7,17417.27,120.94
2015-12-23,,17602.61,120.94
2015-12-24,18789.69,17552.17,120.32
2015-12-25,18769.06,,
2015-12-28,18873.35,17528.27,120.3
2015-12-29,18982.23,17720.98,120.44
2015-12-30,19033.71,17603.87,120.6
2015-12-31,,17425.03,120.27
2016-01-01,,,
2016-01-04,18450.98,17148.94,119.3
2016-01-05,18374.0,17158.66,118.95
2016-01-06,18191.32,16906.51,118.54
2016-01-07,17767.34,16514.1,118.0
2016-01-08,17697.96,16346.45,117.74
2016-01-11,,16398.57,117.48
2016-01-12,17218.96,16516.22,117.78
2016-01-13,17715.63,16151.41,118.06
2016-01-14,17240.95,16379.05,118.03
2016-01-15,17147.11,15988.08,116.78
2016-01-18,16955.57,,
2016-01-19,17048.37,16016.02,117.66
2016-01-20,16416.19,15766.74,116.38
2016-01-21,16017.26,15882.68,117.61
2016-01-22,16958.53,16093.51,118.37
2016-01-25,17110.91,15885.22,118.55
2016-01-26,16708.9,16167.23,118.5
2016-01-27,17163.92,15944.46,118.9
2016-01-28,17041.45,16069.64,118.61
2016-01-29,17518.3,16466.3,121.05
2016-02-01,17865.23,16449.18,121.06
2016-02-02,17750.68,16153.54,120.27
2016-02-03,17191.25,16336.66,117.92
2016-02-04,17044.99,16416.58,116.75
2016-02-05,16819.59,16204.97,116.99
2016-02-08,17004.3,16027.05,115.7
2016-02-09,16085.44,16014.38,114.8
2016-02-10,15713.39,15914.74,114.03
2016-02-11,,15660.18,111.72
2016-02-12,14952.61,15973.84,112.96
2016-02-15,16022.58,,
2016-02-16,16054.43,16196.41,113.9
2016-02-17,15836.36,16453.83,114.14
2016-02-18,16196.8,16413.43,113.62
2016-02-19,15967.17,16391.99,112.42
2016-02-22,16111.05,16620.66,113.12
2016-02-23,16052.05,16431.78,112.17
2016-02-24,15915.79,16484.99,111.36
2016-02-25,16140.34,16697.29,112.7
2016-02-26,16188.41,16639.97,113.78
2016-02-29,16026.76,16516.5,112.9
2016-03-01,16085.51,16865.08,113.94
2016-03-02,16746.55,16899.32,113.81
2016-03-03,16960.16,16943.9,113.53
2016-03-04,17014.78,17006.77,113.91
2016-03-07,16911.32,17073.95,113.6
2016-03-08,16783.15,16964.1,112.58
2016-03-09,16642.2,17000.36,113.06
2016-03-10,16852.35,16995.13,113.1
2016-03-11,16938.87,17213.31,113.66
2016-03-14,17233.75,17229.13,113.59
2016-03-15,17117.07,17251.53,112.88
2016-03-16,16974.45,17325.76,113.69
2016-03-17,16936.38,17481.49,111.3
2016-03-18,16724.81,17602.3,111.38
2016-03-21,,17623.87,111.62
2016-03-22,17048.55,17582.57,111.82
2016-03-23,17000.98,17502.59,112.63
2016-03-24,16892.33,17515.73,112.64
2016-03-25,17002.75,,113.05
2016-03-28,17134.37,17535.39,113.29
2016-03-29,17103.53,17633.11,113.33
2016-03-30,16878.96,17716.66,112.6
2016-03-31,16758.67,17685.09,112.42
2016-04-01,16164.16,17792.75,112.06
2016-04-04,16123.27,17737.0,111.18
2016-04-05,15732.82,17603.32,110.26
2016-04-06,15715.36,17716.05,109.63
2016-04-07,15749.84,17541.96,107.98
2016-04-08,15821.52,17576.96,108.36
2016-04-11,15751.13,17556.41,107.96
2016-04-12,15928.79,17721.25,108.54
2016-04-13,16381.22,17908.28,109.21
2016-04-14,16911.05,17926.43,109.2
2016-04-15,16848.03,17897.46,108.76
2016-04-18,16275.95,18004.16,108.85
2016-04-19,16874.44,18053.6,109.16
2016-04-20,16906.54,18096.27,109.51
2016-04-21,17363.62,17982.52,109.41
2016-04-22,17572.49,18003.75,111.5
2016-04-25,17439.3,17977.24,111.08
2016-04-26,17353.28,17990.32,111.23
2016-04-27,17290.49,18041.55,111.26
2016-04-28,16666.05,17830.76,108.55
2016-04-29,,17773.64,106.9
2016-05-02,16147.38,17891.16,106.48
2016-05-03,,17750.91,106.34
2016-05-04,,17651.26,107.12
2016-05-05,,17660.71,107.32
2016-05-06,16106.72,17740.63,106.66
2016-05-09,16216.03,17705.91,108.39
2016-05-10,16565.19,17928.35,109.22
2016-05-11,16579.01,17711.12,108.48
2016-05-12,16646.34,17720.5,108.73
2016-05-13,16412.21,17535.32,109.14
2016-05-16,16466.4,17710.71,108.89
2016-05-17,16652.8,17529.98,109.02
2016-05-18,16644.69,17526.62,109.65
2016-05-19,16646.66,17435.4,109.81
2016-05-20,16736.35,17500.94,110.52
2016-05-23,16654.6,17492.93,109.47
2016-05-24,16498.76,17706.05,110.0
2016-05-25,16757.35,17851.51,110.22
2016-05-26,16772.46,17828.29,109.74
2016-05-27,16834.84,17873.22,109.86
2016-05-30,17068.02,,
2016-05-31,17234.98,17787.2,110.75
2016-06-01,16955.73,17789.67,109.55
2016-06-02,16562.55,17838.56,108.75
2016-06-03,16642.23,17807.06,106.88
2016-06-06,16580.03,17920.33,107.33
2016-06-07,16675.45,17938.28,107.3
2016-06-08,16830.92,18005.05,106.68
2016-06-09,16668.41,17985.19,106.54
2016-06-10,16601.36,17865.34,107.06
2016-06-13,16019.18,17732.48,106.07
2016-06-14,15859.0,17674.82,106.02
2016-06-15,15919.58,17640.17,105.87
2016-06-16,15434.14,17733.1,104.05
2016-06-17,15599.66,17675.16,104.2
2016-06-20,15965.3,17804.87,104.32
2016-06-21,16169.11,17829.73,104.56
2016-06-22,16065.72,17780.83,104.56
2016-06-23,16238.35,18011.07,105.9
2016-06-24,14952.02,17400.75,102.26
2016-06-27,15309.21,17140.24,101.66
2016-06-28,15323.14,17409.72,102.71
2016-06-29,15566.83,17694.68,102.68
2016-06-30,15575.92,17929.99,102.77
2016-07-01,15682.48,17949.37,102.55
2016-07-04,15775.8,,
2016-07-05,15669.33,17840.62,101.58
2016-07-06,15378.99,17918.62,101.12
2016-07-07,15276.24,17895.88,100.74
2016-07-08,15106.98,18146.74,100.65
2016-07-11,15708.82,18226.93,102.66
2016-07-12,16095.65,18347.67,104.72
2016-07-13,16231.43,18372.12,104.1
2016-07-14,16385.89,18506.41,105.4
2016-07-15,16497.85,18516.55,105.64
2016-07-18,,18533.05,106.0
2016-07-19,16723.31,18559.01,106.13
2016-07-20,16681.89,18595.03,106.65
2016-07-21,16810.22,18517.23,105.98
2016-07-22,16627.25,18570.85,106.22
2016-07-25,16620.29,18493.06,106.02
2016-07-26,16383.04,18473.75,104.83
2016-07-27,16664.82,18472.17,105.65
2016-07-28,16476.84,18456.35,104.86
2016-07-29,16569.27,18432.24,102.32
2016-08-01,16635.77,18404.51,102.26
2016-08-02,16391.45,18313.77,100.82
2016-08-03,16083.11,18355.0,101.34
2016-08-04,16254.89,18352.05,101.08
2016-08-05,16254.45,18543.53,101.74
2016-08-08,16650.57,18529.29,102.53
2016-08-09,16764.97,18533.05,101.96
2016-08-10,16735.12,18495.66,101.27
2016-08-11,,18613.52,101.46
2016-08-12,16919.92,18576.47,101.01
2016-08-15,16869.56,18636.05,101.02
2016-08-16,16596.51,18552.02,100.28
2016-08-17,16745.64,18573.94,100.24
2016-08-18,16486.01,18597.7,100.07
2016-08-19,16545.82,18552.57,100.24
2016-08-22,16598.19,18529.42,100.25
2016-08-23,16497.36,18547.3,100.2
2016-08-24,16597.3,18481.48,100.5
2016-08-25,16555.95,18448.41,100.58
2016-08-26,16360.71,18395.4,101.2
2016-08-29,16737.49,18502.99,102.13
2016-08-30,16725.36,18454.3,102.92
2016-08-31,16887.4,18400.88,103.38
2016-09-01,16926.84,18419.3,103.22
2016-09-02,16925.68,18491.96,104.18
2016-09-05,17037.63,,
2016-09-06,17081.98,18538.12,102.28
2016-09-07,17012.44,18526.14,101.72
2016-09-08,16958.77,18479.91,102.28
2016-09-09,16965.76,18085.45,102.86
2016-09-12,16672.92,18325.07,101.96
2016-09-13,16729.04,18066.75,102.14
2016-09-14,16614.24,18034.77,102.33
2016-09-15,16405.01,18212.48,102.24
2016-09-16,16519.29,18123.8,102.36
2016-09-19,,18120.17,101.82
2016-09-20,16492.15,18129.96,101.66
2016-09-21,16807.62,18293.7,100.62
2016-09-22,,18392.46,100.8
2016-09-23,16754.02,18261.45,101.04
2016-09-26,16544.56,18094.83,100.34
2016-09-27,16683.93,18228.3,100.36
2016-09-28,16465.4,18339.24,100.57
2016-09-29,16693.71,18143.45,101.48
2016-09-30,16449.84,18308.15,101.21
2016-10-03,16598.67,18253.85,101.54
2016-10-04,16735.65,18168.45,102.66
2016-10-05,16819.24,18281.03,103.53
2016-10-06,16899.1,18268.5,104.02
2016-10-07,16860.09,18240.49,103.42
2016-10-10,,18329.04,
2016-10-11,17024.76,18128.66,103.36
2016-10-12,16840.0,18144.2,104.48
2016-10-13,16774.24,18098.94,103.62
2016-10-14,16856.37,18138.38,104.1
2016-10-17,16900.12,18086.4,103.96
2016-10-18,16963.61,18161.94,103.8
2016-10-19,16998.91,18202.62,103.3
2016-10-20,17235.5,18162.35,103.92
2016-10-21,17184.59,18145.71,103.96
2016-10-24,17234.42,18223.03,104.2
2016-10-25,17365.25,18169.27,104.25
2016-10-26,17391.84,18199.33,104.42
2016-10-27,17336.42,18169.68,105.14
2016-10-28,17446.41,18161.19,105.4
2016-10-31,17425.02,18142.42,105.07
2016-11-01,17442.4,18037.1,104.59
2016-11-02,17134.68,17959.64,103.22
2016-11-03,,17930.67,103.17
2016-11-04,16905.36,17888.28,103.02
2016-11-07,17177.21,18259.6,104.6
2016-11-08,17171.38,18332.74,104.98
2016-11-09,16251.54,18589.69,104.84
2016-11-10,17344.42,18807.88,106.56
2016-11-11,17374.79,18847.66,
2016-11-14,17672.62,18868.69,108.3
2016-11-15,17668.15,18923.06,108.94
2016-11-16,17862.21,18868.14,109.16
2016-11-17,17862.63,18903.82,109.64
2016-11-18,17967.41,18867.93,110.51
2016-11-21,18106.02,18956.69,111.12
2016-11-22,18162.94,19023.87,110.98
2016-11-23,,19083.18,112.58
2016-11-24,18333.41,,
2016-11-25,18381.22,19152.14,113.17
2016-11-28,18356.89,19097.9,112.36
2016-11-29,18307.04,19121.6,112.78
2016-11-30,18308.48,19123.58,114.34
2016-12-01,18513.12,19191.93,114.34
2016-12-02,18426.08,19170.42,113.76
2016-12-05,18274.99,19216.24,114.1
2016-12-06,18360.54,19251.78,113.98
2016-12-07,18496.69,19549.62,113.5
2016-12-08,18765.47,19614.81,114.16
2016-12-09,18996.37,19756.85,115.17
2016-12-12,19155.03,19796.43,115.34
2016-12-13,19250.52,19911.21,115.26
2016-12-14,19253.61,19792.53,115.06
2016-12-15,19273.79,19852.24,118.32
2016-12-16,19401.15,19843.41,117.74
2016-12-19,19391.6,19883.06,116.6
2016-12-20,19494.53,19974.62,117.86
2016-12-21,19444.49,19941.96,117.79
2016-12-22,19427.67,19918.88,117.48
2016-12-23,,19933.81,117.22
2016-12-26,19396.64,,
2016-12-27,19403.06,19945.04,117.52
2016-12-28,19401.72,19833.68,117.66
2016-12-29,19145.14,19819.78,116.32
2016-12-30,19114.37,19762.6,116.78
2017-01-02,,,
2017-01-03,,19881.76,117.68
2017-01-04,19594.16,19942.16,117.38
2017-01-05,19520.69,19899.29,115.46
2017-01-06,19454.33,19963.8,116.85
2017-01-09,,19887.38,116.07
2017-01-10,19301.44,19855.53,115.74
2017-01-11,19364.67,19954.28,116.26
2017-01-12,19134.7,19891.0,113.87
2017-01-13,19287.28,19885.73,115.03
2017-01-16,19095.24,,
2017-01-17,18813.53,19826.77,112.96
2017-01-18,18894.37,19804.72,113.4
2017-01-19,19072.25,19732.4,115.3
2017-01-20,19137.91,19827.25,
2017-01-23,18891.03,19799.85,112.9
2017-01-24,18787.99,19912.71,113.63
2017-01-25,19057.5,20068.51,113.6
2017-01-26,19402.39,20100.91,114.7
2017-01-27,19467.4,20093.78,115.16
2017-01-30,19368.85,19971.13,113.86
2017-01-31,19041.34,19864.09,112.72
2017-02-01,19148.08,19890.94,113.29
2017-02-02,18914.58,19884.91,112.48
2017-02-03,18918.2,20071.46,112.42
2017-02-06,18976.71,20052.42,112.32
2017-02-07,18910.78,20090.29,112.14
2017-02-08,19007.6,20054.34,111.74
2017-02-09,18907.67,20172.4,113.24
2017-02-10,19378.93,20269.37,113.22
2017-02-13,19459.15,20412.16,113.79
2017-02-14,19238.98,20504.41,114.34
2017-02-15,19437.98,20611.86,114.17
2017-02-16,19347.53,20619.77,113.36
2017-02-17,19234.62,20624.05,112.86
2017-02-20,19251.08,,
2017-02-21,19381.44,20743.0,113.48
2017-02-22,19379.87,20775.6,113.46
2017-02-23,19371.46,20810.32,112.68
2017-02-24,19283.54,20821.76,112.26
2017-02-27,19107.47,20837.44,112.01
2017-02-28,19118.99,20812.24,112.06
2017-03-01,19393.54,21115.55,113.66
2017-03-02,19564.8,21002.97,114.45
2017-03-03,19469.17,21005.71,114.6
2017-03-06,19379.14,20954.34,113.92
2017-03-07,19344.15,20924.76,113.99
2017-03-08,19254.03,20855.73,114.58
2017-03-09,19318.58,20858.19,114.71
2017-03-10,19604.61,20902.98,115.02
2017-03-13,19633.75,20881.48,114.61
2017-03-14,19609.5,20837.37,114.63
2017-03-15,19577.38,20950.1,114.66
2017-03-16,19590.14,20934.55,113.02
2017-03-17,19521.59,20914.62,112.67
2017-03-20,,20905.86,112.59
2017-03-21,19455.88,20668.01,111.9
2017-03-22,19041.38,20661.3,111.06
2017-03-23,19085.31,20656.58,111.12
2017-03-24,19262.53,20596.72,111.03
2017-03-27,18985.59,20550.98,110.48
2017-03-28,19202.87,20701.5,110.56
2017-03-29,19217.48,20659.32,111.05
2017-03-30,19063.22,20728.49,111.36
2017-03-31,18909.26,20663.22,111.41
2017-04-03,18983.23,20650.21,110.96
2017-04-04,18810.25,20689.24,110.74
2017-04-05,18861.27,20648.15,111.2
2017-04-06,18597.06,20662.95,111.02
2017-04-07,18664.63,20656.1,110.76
2017-04-10,18797.88,20658.02,110.95
2017-04-11,18747.87,20651.3,109.74
2017-04-12,18552.61,20591.86,109.54
2017-04-13,18426.84,20453.25,109.23
2017-04-14,18335.63,,108.63
2017-04-17,18355.26,20636.92,108.46
2017-04-18,18418.59,20523.28,108.4
2017-04-19,18432.2,20404.49,109.06
2017-04-20,18430.49,20578.71,109.34
2017-04-21,18620.75,20547.76,109.08
2017-04-24,18875.88,20763.89,109.74
2017-04-25,19079.33,20996.12,110.88
2017-04-26,19289.43,20975.09,111.52
2017-04-27,19251.87,20981.33,111.13
2017-04-28,19196.74,20940.51,111.44
2017-05-01,19310.52,20913.46,111.78
2017-05-02,19445.7,20949.89,112.06
2017-05-03,,20957.9,112.34
2017-05-04,,20951.47,112.7
2017-05-05,,21006.94,112.63
2017-05-08,19895.7,21012.28,112.84
2017-05-09,19843.0,20975.78,114.19
2017-05-10,19900.09,20943.11,114.02
2017-05-11,19961.55,20919.42,113.77
2017-05-12,19883.9,20896.61,113.3
2017-05-15,19869.85,20981.94,113.54
2017-05-16,19919.82,20979.75,113.24
2017-05-17,19814.88,20606.93,111.46
2017-05-18,19553.86,20663.02,110.82
2017-05-19,19590.76,20804.84,111.47
2017-05-22,19678.28,20894.83,111.15
2017-05-23,19613.28,20937.91,111.64
2017-05-24,19742.98,21012.42,112.02
2017-05-25,19813.13,21082.95,111.7
2017-05-26,19686.84,21080.28,111.3
2017-05-29,19682.57,,
2017-05-30,19677.85,21029.47,110.68
2017-05-31,19650.57,21008.65,110.71
2017-06-01,19860.03,21144.18,111.24
2017-06-02,20177.28,21206.29,110.49
2017-06-05,20170.82,21184.04,110.49
2017-06-06,19979.9,21136.23,109.34
2017-06-07,19984.62,21173.69,109.54
2017-06-08,19909.26,21182.53,110.1
2017-06-09,20013.26,21271.97,110.61
2017-06-12,19908.58,21235.67,109.72
2017-06-13,19898.75,21328.47,110.12
2017-06-14,19883.52,21374.56,109.16
2017-06-15,19831.82,21359.9,110.66
2017-06-16,19943.26,21384.28,110.84
2017-06-19,20067.75,21528.99,111.34
2017-06-20,20230.41,21467.14,111.46
2017-06-21,20138.79,21410.03,111.58
2017-06-22,20110.51,21397.29,111.36
2017-06-23,20132.67,21394.76,111.26
2017-06-26,20153.35,21409.55,111.48
2017-06-27,20225.09,21310.66,112.42
2017-06-28,20130.41,21454.61,112.18
2017-06-29,20220.3,21287.03,112.32
2017-06-30,20033.43,21349.63,112.4
2017-07-03,20055.8,21479.27,113.32
2017-07-04,20032.35,,
2017-07-05,20081.63,21478.17,113.2
2017-07-06,19994.06,21320.04,113.28
2017-07-07,19929.09,21414.34,114.1
2017-07-10,20080.98,21408.52,114.08
2017-07-11,20195.48,21409.07,114.2
2017-07-12,20098.38,21532.14,113.19
2017-07-13,20099.81,21553.09,113.39
2017-07-14,20118.86,21637.74,112.66
2017-07-17,,21629.72,112.76
2017-07-18,19999.91,21574.73,111.89
2017-07-19,20020.86,21640.75,111.77
2017-07-20,20144.59,21611.78,111.68
2017-07-21,20099.75,21580.07,111.18
2017-07-24,19975.67,21513.17,111.1
2017-07-25,19955.2,21613.43,111.57
2017-07-26,20050.16,21711.01,112.1
2017-07-27,20079.64,21796.55,111.62
2017-07-28,19959.84,21830.31,110.87
2017-07-31,19925.18,21891.12,110.38
2017-08-01,19985.79,21963.92,110.33
2017-08-02,20080.04,22016.24,110.43
2017-08-03,20029.26,22026.1,110.12
2017-08-04,19952.33,22092.81,110.76
2017-08-07,20055.89,22118.42,110.76
2017-08-08,19996.01,22085.34,110.74
2017-08-09,19738.71,22048.7,110.04
2017-08-10,19729.74,21844.01,109.37
2017-08-11,,21858.32,109.06
2017-08-14,19537.1,21993.71,109.48
2017-08-15,19753.31,21998.99,110.42
2017-08-16,19729.28,22024.87,110.8
2017-08-17,19702.63,21750.73,109.88
2017-08-18,19470.41,21674.51,109.32
2017-08-21,19393.13,21703.75,108.89
2017-08-22,19383.84,21899.89,109.4
2017-08-23,19434.64,21812.09,109.14
2017-08-24,19353.77,21783.4,109.34
2017-08-25,19452.61,21813.67,109.24
2017-08-28,19449.9,21808.4,109.22
2017-08-29,19362.55,21865.37,109.02
2017-08-30,19506.54,21892.43,110.2
2017-08-31,19646.24,21948.1,110.06
2017-09-01,19691.47,21987.56,110.09
2017-09-04,19508.25,,
2017-09-05,19385.81,21753.31,108.94
2017-09-06,19357.97,21807.64,108.75
2017-09-07,19396.52,21784.78,108.26
2017-09-08,19274.82,21797.79,107.72
2017-09-11,19545.77,22057.37,109.03
2017-09-12,19776.62,22118.86,110.01
2017-09-13,19865.82,22158.18,110.58
2017-09-14,19807.44,22203.48,110.66
2017-09-15,19909.5,22268.34,110.84
2017-09-18,,22331.35,111.48
2017-09-19,20299.38,22370.8,111.49
2017-09-20,20310.46,22412.59,111.5
2017-09-21,20347.48,22359.23,112.3
2017-09-22,20296.45,22349.59,112.01
2017-09-25,20397.58,22296.09,111.64
2017-09-26,20330.19,22284.32,112.16
2017-09-27,20267.05,22340.71,112.76
2017-09-28,20363.11,22381.2,112.66
2017-09-29,20356.28,22405.09,112.64
2017-10-02,20400.78,22557.6,112.6
2017-10-03,20614.07,22641.67,112.8
2017-10-04,20626.66,22661.64,112.84
2017-10-05,20628.56,22775.39,112.74
2017-10-06,20690.71,22773.67,112.68
2017-10-09,,22761.07,
2017-10-10,20823.51,22830.68,112.15
2017-10-11,20881.27,22872.89,112.35
2017-10-12,20954.72,22841.01,112.38
2017-10-13,21155.18,22871.72,111.94
2017-10-16,21255.56,22956.96,111.72
2017-10-17,21336.12,22997.44,112.32
2017-10-18,21363.05,23157.6,112.94
2017-10-19,21448.52,23163.04,112.54
2017-10-20,21457.64,23328.63,113.5
2017-10-23,21696.65,23273.96,113.66
2017-10-24,21805.17,23441.76,113.92
2017-10-25,21707.62,23329.46,113.7
2017-10-26,21739.78,23400.86,113.72
2017-10-27,22008.45,23434.19,113.82
2017-10-30,22011.67,23348.74,113.26
2017-10-31,22011.61,23377.24,113.63
2017-11-01,22420.08,23435.01,114.04
2017-11-02,22539.12,23516.26,113.84
2017-11-03,,23539.19,114.25
2017-11-06,22548.35,23548.42,113.9
2017-11-07,22937.6,23557.23,113.9
2017-11-08,22913.82,23563.36,113.62
2017-11-09,22868.71,23461.94,113.4
2017-11-10,22681.42,23422.21,
2017-11-13,22380.99,23439.7,113.62
2017-11-14,22380.01,23409.47,113.5
2017-11-15,22028.32,23271.28,113.15
2017-11-16,22351.12,23458.36,112.89
2017-11-17,22396.8,23358.24,111.98
2017-11-20,22261.76,23430.33,112.49
2017-11-21,22416.48,23590.83,112.46
2017-11-22,22523.15,23526.18,111.62
2017-11-23,,,
2017-11-24,22550.85,23557.99,111.54
2017-11-27,22495.99,23580.78,111.0
2017-11-28,22486.24,23836.71,111.13
2017-11-29,22597.2,23940.68,111.75
2017-11-30,22724.96,24272.35,112.3
2017-12-01,22819.03,24231.59,111.88
2017-12-04,22707.16,24290.05,112.8
2017-12-05,22622.38,24180.64,112.76
2017-12-06,22177.04,24140.91,112.32
2017-12-07,22498.03,24211.48,112.7
2017-12-08,22811.08,24329.16,113.55
2017-12-11,22938.73,24386.03,113.34
2017-12-12,22866.17,24504.8,113.62
2017-12-13,22758.07,24585.43,113.19
2017-12-14,22694.45,24508.66,112.56
2017-12-15,22553.22,24651.74,112.68
2017-12-18,22901.77,24792.2,112.4
2017-12-19,22868.0,24754.75,112.98
2017-12-20,22891.72,24726.65,113.29
2017-12-21,22866.1,24782.29,113.42
2017-12-22,22902.76,24754.06,113.3
2017-12-25,22939.18,,
2017-12-26,22892.69,24746.21,113.2
2017-12-27,22911.21,24774.3,113.28
2017-12-28,22783.98,24837.51,112.85
2017-12-29,22764.94,24719.22,112.69
2018-01-01,,,
2018-01-02,,24824.01,112.18
2018-01-03,,24922.68,112.28
2018-01-04,23506.33,25075.13,112.78
2018-01-05,23714.53,25295.87,113.18
2018-01-08,,25283.0,113.08
2018-01-09,23849.99,25385.8,112.57
2018-01-10,23788.2,25369.13,111.48
2018-01-11,23710.43,25574.73,111.35
2018-01-12,23653.82,25803.19,111.23
2018-01-15,23714.88,,
2018-01-16,23951.81,25792.86,110.74
2018-01-17,23868.34,26115.65,110.81
2018-01-18,23763.37,26017.81,110.88
2018-01-19,23808.06,26071.72,110.56
2018-01-22,23816.33,26214.6,111.15
2018-01-23,24124.15,26210.81,110.46
2018-01-24,23940.78,26252.12,109.15
2018-01-25,23669.49,26392.79,108.7
2018-01-26,23631.88,26616.71,108.38
2018-01-29,23629.34,26439.48,
2018-01-30,23291.97,26076.89,
2018-01-31,23098.29,,
